animal,urban,humanDisturbed,UTI,tolerance,invasion.potential,Brain,Body,broodValue,HA,DA
Northiella_haematogaster,0,1,NA,NA,NA,2.325,76.375,NA,NA,NA
Neophema_pulchella,0,1,NA,NA,NA,1.341666667,31.28333333,NA,NA,NA
Neophema_chrysogaster,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Neophema_petrophila,0,0,NA,NA,NA,1.76,53.2,-1.378034322,NA,NA
Neophema_elegans,0,0,NA,NA,NA,1.25,37.25,NA,NA,NA
Neophema_splendida,0,0,NA,NA,NA,1.3625,30.05,NA,NA,NA
Neophema_chrysostoma,0,1,NA,NA,NA,1.7,58,NA,NA,NA
Neopsephotus_bourkii,0,0,NA,NA,NA,1.325,44,NA,NA,NA
Pezoporus_occidentalis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pezoporus_wallicus,0,0,NA,NA,NA,2.725,76.55,NA,NA,NA
Agapornis_roseicollis,0,0,NA,exploiter,NA,1.9,45.75,NA,0.333333333333333,0.21
Agapornis_swindernianus,0,0,NA,NA,NA,1.59,40,NA,NA,NA
Agapornis_personatus,0,0,NA,"NA",NA,1.95,36.9,NA,0,0
Agapornis_lilianae,0,1,NA,NA,NA,1.55,37,NA,NA,NA
Agapornis_nigrigenis,0,1,NA,NA,NA,1.97,41.4,NA,NA,NA
Agapornis_fischeri,0,1,NA,NA,NA,2.05,32.3,NA,NA,NA
Agapornis_canus,0,1,NA,NA,NA,1.19,26.5,NA,NA,NA
Agapornis_pullarius,0,0,NA,NA,NA,1.49,43,NA,NA,NA
Agapornis_taranta,1,1,NA,NA,NA,2.05,57.5,NA,NA,NA
Loriculus_catamene,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Loriculus_exilis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Loriculus_pusillus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Loriculus_aurantiifrons,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Loriculus_galgulus,0,1,NA,NA,NA,1.533333333,30.66666667,NA,NA,NA
Loriculus_philippensis,0,1,-0.031175617468449435,"NA",NA,1.5,31,NA,0.4,0.33
Loriculus_amabilis,0,1,NA,NA,NA,1.18,20,NA,NA,NA
Loriculus_flosculus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Loriculus_stigmatus,0,1,NA,NA,NA,1.5,30,NA,NA,NA
Loriculus_beryllinus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Loriculus_sclateri,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Loriculus_tener,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Loriculus_vernalis,0,1,NA,NA,NA,1.48,35.7,NA,NA,NA
Bolbopsittacus_lunulatus,0,1,-0.037616863571306336,"NA",NA,2.65,67,NA,0.333333333333333,0
Melopsittacus_undulatus,0,1,NA,"NA",1.51,1.175,29.25,NA,0.4375,0
Psittaculirostris_desmarestii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Psittaculirostris_salvadorii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Psittaculirostris_edwardsii,0,0,NA,NA,NA,3.35,90.65,NA,NA,NA
Cyclopsitta_diophthalma,1,1,NA,NA,NA,1.7,33,NA,NA,NA
Cyclopsitta_gulielmitertii,0,0,NA,NA,NA,1.525,29.5,NA,NA,NA
Oreopsittacus_arfaki,0,1,NA,NA,NA,1.15,19.5,NA,NA,NA
Lorius_lory,0,0,NA,NA,NA,5.05,200.2,NA,NA,NA
Lorius_hypoinochrous,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Lorius_albidinucha,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lorius_garrulus,0,1,NA,NA,NA,4.95,191.9,NA,NA,NA
Lorius_domicella,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lorius_chlorocercus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Eos_histrio,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Eos_bornea,0,1,NA,NA,NA,4.95,120,NA,NA,NA
Eos_squamata,0,1,NA,NA,NA,3.97,100,NA,NA,NA
Eos_reticulata,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Eos_semilarvata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eos_cyanogenia,0,1,NA,NA,NA,5.02,120,NA,NA,NA
Trichoglossus_flavoviridis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Trichoglossus_haematodus,1,1,-0.13567195712363356,avoider,NA,3.45625,118.275,-1.554852434,0.444444444444444,0.33
Trichoglossus_chlorolepidotus,1,1,-0.20945022418220693,avoider,NA,3.0625,77.21666667,NA,0.444444444444444,0.27
Trichoglossus_euteles,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Trichoglossus_ornatus,1,1,NA,NA,NA,3.64,120,NA,NA,NA
Trichoglossus_johnstoniae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Trichoglossus_rubiginosus,0,1,NA,NA,NA,3.35,125,NA,NA,NA
Glossopsitta_concinna,0,1,-0.1380212978973745,avoider,NA,2.991666667,59.16666667,-1.22023888,0.375,0.36
Glossopsitta_porphyrocephala,1,1,NA,NA,NA,1.783333333,45.73333333,NA,NA,NA
Glossopsitta_pusilla,0,0,NA,avoider,NA,1.5875,36.125,NA,0.333333333333333,0.33
Chalcopsitta_atra,0,1,NA,NA,NA,5.59,195,NA,NA,NA
Chalcopsitta_sintillata,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Chalcopsitta_duivenbodei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Chalcopsitta_cardinalis,0,1,NA,NA,NA,5.44,183,NA,NA,NA
Pseudeos_fuscata,1,1,NA,NA,NA,4.35,149,NA,NA,NA
Psitteuteles_goldiei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Psitteuteles_versicolor,0,0,NA,NA,NA,1.85,56.5,NA,NA,NA
Psitteuteles_iris,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Neopsittacus_musschenbroekii,1,1,NA,NA,NA,2.45,57,NA,NA,NA
Neopsittacus_pullicauda,0,0,NA,NA,NA,2.02,34.5,NA,NA,NA
Phigys_solitarius,1,1,NA,NA,NA,2.85,83.6,NA,NA,NA
Vini_stepheni,0,0,NA,NA,NA,2.075,49.1,NA,NA,NA
Vini_kuhlii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Vini_peruviana,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Vini_ultramarina,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Vini_australis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_amabilis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_toxopei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_rubronotata,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_meeki,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_placentis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_rubrigularis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_margarethae,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_multistriata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_palmarum,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_diadema,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_josefinae,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Charmosyna_papou,0,1,NA,NA,NA,3.425,72.95,NA,NA,NA
Charmosyna_pulchella,0,1,NA,NA,NA,1.3875,29.125,NA,NA,NA
Charmosyna_wilhelminae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Coracopsis_nigra,0,0,NA,NA,NA,5.75,193.5,NA,NA,NA
Coracopsis_vasa,0,1,NA,NA,NA,8.99,525,NA,NA,NA
Psittrichas_fulgidus,0,0,NA,NA,NA,8.08,865,NA,NA,NA
Poicephalus_robustus,0,0,NA,NA,NA,8.7,253.1,NA,NA,NA
Poicephalus_cryptoxanthus,0,0,NA,NA,NA,4.82,140,NA,NA,NA
Poicephalus_meyeri,0,1,NA,NA,NA,4.55,82.1,NA,NA,NA
Poicephalus_rueppellii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Poicephalus_flavifrons,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Poicephalus_crassus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Poicephalus_senegalus,0,1,NA,"NA",NA,4.88,155,NA,0.4,0.33
Poicephalus_rufiventris,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Poicephalus_gulielmi,0,1,NA,NA,NA,7.15,210.9,NA,NA,NA
Psittacus_erithacus,1,1,NA,NA,NA,9.51,405.5,NA,NA,NA
Bolborhynchus_orbygnesius,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bolborhynchus_lineola,0,0,NA,NA,NA,2.15,53.6,NA,NA,NA
Bolborhynchus_ferrugineifrons,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Nannopsittaca_dachilleae,0,0,NA,NA,NA,1.5,41.85,NA,NA,NA
Nannopsittaca_panychlora,0,0,NA,NA,NA,1.45,38.75,NA,NA,NA
Touit_dilectissimus,0,0,NA,NA,NA,2.6,63,NA,NA,NA
Touit_melanonotus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Touit_costaricensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Touit_huetii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Touit_batavicus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Touit_stictopterus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Touit_purpuratus,0,1,NA,NA,NA,2.4,68.35,NA,NA,NA
Touit_surdus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pionopsitta_pileata,0,1,NA,NA,NA,3.33,149.59,NA,NA,NA
Pionus_chalcopterus,0,1,NA,NA,NA,6.24,226,NA,NA,NA
Pionus_senilis,0,1,NA,NA,NA,6,210,NA,NA,NA
Pionus_tumultuosus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pionus_menstruus,0,1,NA,NA,NA,5.8,230,NA,NA,NA
Pionus_sordidus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pionus_maximiliani,0,0,NA,NA,NA,5.8,293,NA,NA,NA
Pionus_fuscus,0,0,NA,"NA",NA,5.29,203,NA,0.333333333333333,0
Alipiopsitta_xanthops,0,0,NA,NA,NA,7.08,164.9,NA,NA,NA
Graydidascalus_brachyurus,0,1,NA,NA,NA,5.49,159,NA,NA,NA
Amazona_mercenaria,0,0,NA,NA,NA,7.75,340,NA,NA,NA
Amazona_farinosa,0,1,NA,NA,NA,10.3,650,NA,NA,NA
Amazona_kawalli,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Amazona_agilis,0,1,NA,NA,NA,5.51,109.5,NA,NA,NA
Amazona_albifrons,0,1,NA,NA,NA,5.25,153.6,NA,NA,NA
Amazona_collaria,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Amazona_vittata,0,0,NA,NA,NA,5.85,229,NA,NA,NA
Amazona_leucocephala,0,1,NA,NA,NA,5.05,272.35,NA,NA,NA
Amazona_ventralis,0,1,NA,NA,NA,6.18,300,NA,NA,NA
Amazona_dufresniana,0,0,NA,NA,NA,9.67,314.5,NA,NA,NA
Amazona_rhodocorytha,0,0,NA,NA,NA,8.37,314.5,NA,NA,NA
Amazona_autumnalis,0,1,NA,NA,NA,8.175,358.65,NA,NA,NA
Amazona_amazonica,1,1,-0.003593535510129975,"NA",NA,8.59,338,NA,0.444444444444444,0
Amazona_viridigenalis,0,1,NA,"NA",NA,7.14,316,NA,0.333333333333333,0.33
Amazona_finschi,0,0,NA,NA,NA,7.92,298,NA,NA,NA
Amazona_pretrei,0,1,NA,NA,NA,5.93,303.4,NA,NA,NA
Amazona_tucumana,0,0,NA,NA,NA,6.66,199.75,NA,NA,NA
Amazona_vinacea,0,1,NA,NA,NA,7.4625,315.525,NA,NA,NA
Amazona_festiva,0,0,NA,NA,NA,8.14,358.83,NA,NA,NA
Amazona_barbadensis,0,0,NA,NA,NA,7.67,203.1,NA,NA,NA
Amazona_ochrocephala,0,1,NA,NA,NA,8.95,510,NA,NA,NA
Amazona_oratrix,0,1,NA,NA,NA,8.93,433,NA,NA,NA
Amazona_auropalliata,0,1,NA,NA,NA,9.91,433,NA,NA,NA
Amazona_aestiva,0,0,NA,"NA",NA,8.6,303.6,NA,0.375,0.25
Amazona_versicolor,0,0,NA,NA,NA,9.95,676,NA,NA,NA
Amazona_arausiaca,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Amazona_xantholora,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Amazona_imperialis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Amazona_brasiliensis,0,0,NA,NA,NA,7.69,441.9,NA,NA,NA
Amazona_guildingii,0,1,NA,NA,NA,9.41,504.8,NA,NA,NA
Triclaria_malachitacea,1,1,NA,NA,NA,4.43,90,NA,NA,NA
Hapalopsittaca_fuertesi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hapalopsittaca_melanotis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hapalopsittaca_pyrrhops,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hapalopsittaca_amazonina,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrilia_pyrilia,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrilia_aurantiocephala,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrilia_barrabandi,0,0,NA,NA,NA,4.14,140,NA,NA,NA
Pyrilia_vulturina,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrilia_caica,0,0,NA,NA,NA,3.35,135.8,NA,NA,NA
Pyrilia_pulchra,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pyrilia_haematotis,0,0,NA,NA,NA,3.7,146.5,NA,NA,NA
Psilopsiagon_aymara,0,1,-0.12398597978099124,avoider,NA,1.45,30,NA,0.333333333333333,0.33
Psilopsiagon_aurifrons,1,1,NA,NA,NA,1.45,37,NA,NA,NA
Brotogeris_chiriri,0,1,NA,NA,NA,2.54,61.6,NA,NA,NA
Brotogeris_versicolurus,0,1,NA,NA,NA,2.48,60.4,-1.543723264,NA,NA
Brotogeris_sanctithomae,0,1,NA,NA,NA,1.9,57.06,NA,NA,NA
Brotogeris_tirica,1,1,NA,NA,NA,2.8,63,NA,NA,NA
Brotogeris_pyrrhoptera,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Brotogeris_jugularis,1,1,NA,NA,NA,2.1,62,NA,NA,NA
Brotogeris_cyanoptera,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Brotogeris_chrysoptera,1,1,NA,NA,NA,2.15,72,NA,NA,NA
Myiopsitta_monachus,1,1,-0.060549506601180525,exploiter,1.02,4.23,120,-1.63980736,0.4375,0.36
Ognorhynchus_icterotis,0,0,NA,NA,NA,9.17,285,NA,NA,NA
Forpus_xanthopterygius,1,1,NA,NA,NA,1.3,26,NA,NA,NA
Forpus_cyanopygius,0,1,NA,NA,NA,1.33,33.5,NA,NA,NA
Forpus_modestus,0,0,NA,NA,NA,1.25,24.47,NA,NA,NA
Forpus_conspicillatus,0,1,NA,NA,NA,1.24,26.4,NA,NA,NA
Forpus_passerinus,1,1,-0.0011999658592531937,"NA",NA,1.05,20,-1.201397124,0.428571428571428,0.33
Forpus_coelestis,0,1,NA,NA,NA,1.39,26.2,NA,NA,NA
Forpus_xanthops,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ara_ararauna,0,0,NA,NA,NA,18.73,1125,NA,NA,NA
Ara_glaucogularis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ara_militaris,0,0,NA,NA,NA,19.51,1134,NA,NA,NA
Ara_rubrogenys,0,1,NA,NA,NA,12.56,442.75,NA,NA,NA
Ara_ambiguus,0,0,NA,NA,NA,18.13,1300,NA,NA,NA
Ara_chloropterus,0,0,NA,NA,NA,21.63,1185,NA,NA,NA
Ara_macao,0,0,NA,NA,NA,18.58,1015,NA,NA,NA
Ara_severus,0,0,NA,"NA",NA,10.41,343,NA,0.25,0.31
Orthopsittaca_manilata,0,1,NA,NA,NA,8.15,355,NA,NA,NA
Primolius_maracana,0,0,NA,NA,NA,7.49,256,NA,NA,NA
Primolius_auricollis,0,1,NA,NA,NA,7.8,250,NA,NA,NA
Primolius_couloni,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cyanopsitta_spixii,0,0,NA,NA,NA,7.51,200,NA,NA,NA
Aratinga_holochlora,0,1,NA,NA,NA,5.42,232,NA,NA,NA
Aratinga_cactorum,0,1,NA,NA,NA,2.82,63.95,NA,NA,NA
Aratinga_rubritorquis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_erythrogenys,0,0,NA,exploiter,NA,NA,NA,NA,0.333333333333333,0.24
Aratinga_brevipes,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_mitrata,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_pertinax,0,1,NA,"NA",NA,3.62,89,NA,0.4,0.32
Aratinga_aurea,1,1,NA,NA,NA,3.35,84,NA,NA,NA
Aratinga_nana,0,1,NA,NA,NA,4.15,79,NA,NA,NA
Aratinga_acuticaudata,0,0,NA,NA,NA,5.44,171,NA,NA,NA
Aratinga_wagleri,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_euops,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_leucophthalma,0,1,NA,"NA",NA,5.78,155,NA,0.416666666666667,0.36
Aratinga_solstitialis,0,0,NA,NA,NA,4.5,86.2,NA,NA,NA
Aratinga_auricapillus,0,1,NA,NA,NA,4.59,113.35,NA,NA,NA
Aratinga_jandaya,0,1,NA,NA,NA,3.94,89.4,NA,NA,NA
Nandayus_nenday,0,0,NA,"NA",3.68,4.71,128,NA,0.4,0.33
Aratinga_canicularis,0,1,NA,NA,NA,3.38,75.2,NA,NA,NA
Aratinga_weddellii,0,1,NA,NA,NA,4.15,108,NA,NA,NA
Aratinga_chloroptera,0,1,NA,"NA",NA,5.65,146,NA,0.375,0.24
Aratinga_finschi,0,1,NA,NA,NA,5.3375,236,NA,NA,NA
Diopsittaca_nobilis,0,0,NA,NA,NA,6.05,136,NA,NA,NA
Guaruba_guarouba,0,1,NA,NA,NA,7.475,194.295,NA,NA,NA
Leptosittaca_branickii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Anodorhynchus_leari,0,0,NA,NA,NA,19.09,940,NA,NA,NA
Anodorhynchus_hyacinthinus,0,0,NA,NA,NA,25.62,1500,NA,NA,NA
Cyanoliseus_patagonus,1,1,NA,NA,NA,8.53,278,NA,NA,NA
Rhynchopsitta_terrisi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchopsitta_pachyrhyncha,0,0,NA,NA,NA,11.6,325,-1.504621888,NA,NA
Pyrrhura_orcesi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_albipectus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_melanura,0,1,NA,NA,NA,3.4,83,NA,NA,NA
Pyrrhura_rhodocephala,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_hoffmanni,0,1,NA,NA,NA,3.63,82.2,NA,NA,NA
Pyrrhura_lepida,0,0,NA,NA,NA,2.64,84.63,NA,NA,NA
Pyrrhura_viridicata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_egregia,0,0,NA,NA,NA,2.56,68.25,NA,NA,NA
Pyrrhura_perlata,0,0,NA,NA,NA,3,87,NA,NA,NA
Pyrrhura_molinae,0,1,NA,NA,NA,4.77,64.8,NA,NA,NA
Pyrrhura_frontalis,1,1,NA,NA,NA,2,49,NA,NA,NA
Pyrrhura_rupicola,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_pfrimeri,0,0,NA,NA,NA,2.29,56.7,NA,NA,NA
Pyrrhura_hoematotis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_picta,0,0,NA,NA,NA,2.54,62,NA,NA,NA
Pyrrhura_leucotis,0,0,NA,NA,NA,2.27,56.7,NA,NA,NA
Pyrrhura_griseipectus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_calliptera,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_cruentata,0,1,NA,NA,NA,3.47,91.4,NA,NA,NA
Pyrrhura_devillei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Enicognathus_ferrugineus,0,1,-0.22074066669789927,avoider,NA,5.3,183.8,NA,0.333333333333333,0.33
Enicognathus_leptorhynchus,0,1,NA,"NA",NA,7.87,196.5,NA,0.25,0.33
Deroptyus_accipitrinus,0,0,NA,NA,NA,8.2,251.4,NA,NA,NA
Pionites_leucogaster,0,0,NA,NA,NA,5.425,135.8,NA,NA,NA
Pionites_melanocephalus,0,0,NA,NA,NA,5.325,136.4,NA,NA,NA
Cacatua_roseicapilla,1,1,0.030543790373640523,"NA",NA,6.35,351,-1.856245401,0.444444444444444,0
Cacatua_ophthalmica,0,0,NA,NA,NA,15.54,492,NA,NA,NA
Cacatua_leadbeateri,0,0,NA,NA,NA,8.05,350,NA,NA,NA
Cacatua_alba,0,1,NA,NA,NA,14.67,631,NA,NA,NA
Cacatua_pastinator,0,1,NA,NA,NA,10.99166667,643.1333333,NA,NA,NA
Cacatua_moluccensis,0,0,NA,NA,NA,14.5,569.5,NA,NA,NA
Cacatua_galerita,0,1,-0.32815336488985714,avoider,NA,14.375,764.5,-2.030397301,0.375,0.32
Cacatua_sulphurea,0,1,NA,NA,NA,9.97,344,NA,NA,NA
Cacatua_tenuirostris,0,0,NA,NA,NA,10.4625,523.6375,NA,NA,NA
Cacatua_haematuropygia,0,1,NA,NA,NA,8.8,210,NA,NA,NA
Cacatua_sanguinea,0,1,NA,NA,NA,8.91,437.54,NA,NA,NA
Cacatua_ducorpsii,0,0,NA,NA,NA,9.01,394,NA,NA,NA
Cacatua_goffiniana,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Probosciger_aterrimus,0,0,NA,NA,NA,21.24,1050,NA,NA,NA
Nymphicus_hollandicus,0,1,NA,"NA",NA,2.4875,82.95,NA,0.45,0
Calyptorhynchus_baudinii,0,0,NA,NA,NA,14.625,683.3333333,NA,NA,NA
Calyptorhynchus_lathami,0,0,NA,NA,NA,10.13,430,NA,NA,NA
Calyptorhynchus_funereus,0,1,-0.02078253918252848,"NA",NA,15.62,766,-1.568846818,0.375,0.25
Calyptorhynchus_latirostris,0,0,NA,NA,NA,14.3125,676.25,NA,NA,NA
Calyptorhynchus_banksii,0,1,NA,NA,NA,12.38,772,NA,NA,NA
Callocephalon_fimbriatum,1,1,NA,"NA",NA,7.325,214.825,-1.38147609,0.375,0.32
Nestor_notabilis,1,1,NA,NA,NA,14.92,956,NA,NA,NA
Nestor_meridionalis,0,0,NA,"NA",NA,13.47,429,NA,0.25,0.36
Strigops_habroptila,0,1,NA,NA,NA,17.09,1500,NA,NA,NA
Acanthisitta_chloris,1,1,-0.011533235813672604,avoider,NA,NA,NA,-0.82118621,0.375,0.09
Xenicus_gilviventris,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocalyptomena_graueri,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Eurylaimus_steerii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eurylaimus_samarensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eurylaimus_javanicus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Eurylaimus_ochromalus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Serilophus_lunatus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Cymbirhynchus_macrorhynchos,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Psarisomus_dalhousiae,0,1,-0.007099737115222826,"NA",NA,NA,NA,NA,0.4,0
Corydon_sumatranus,0,1,NA,NA,NA,2.49,140,NA,NA,NA
Neodrepanis_coruscans,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Neodrepanis_hypoxantha,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Philepitta_castanea,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Philepitta_schlegeli,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_brachyura,1,1,NA,NA,NA,1.44,55.5,NA,NA,NA
Pitta_moluccensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_nympha,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_sordida,0,1,NA,NA,NA,1.275,57.5,NA,NA,NA
Pitta_versicolor,1,1,NA,NA,NA,1.9475,102.6,NA,NA,NA
Pitta_dohertyi,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_ussheri,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_iris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_superba,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_megarhyncha,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_elegans,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_maxima,0,1,NA,NA,NA,2.62,189,NA,NA,NA
Pitta_steerii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_anerythra,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_angolensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_reichenowi,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_venusta,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_arcuata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_granatina,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_erythrogaster,0,1,-0.0016652793190607973,"NA",NA,0.95,48.35,NA,0.416666666666667,0.17
Pitta_kochi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_cyanea,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_gurneyi,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_elliotii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_baudii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_schneideri,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_guajana,0,1,NA,NA,NA,1.42,69.51,NA,NA,NA
Pitta_caerulea,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_nipalensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_soror,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_oatesi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pitta_phayrei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Calyptomena_whiteheadi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Calyptomena_viridis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Calyptomena_hosii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Smithornis_capensis,0,1,NA,NA,NA,0.81,25.5,NA,NA,NA
Smithornis_rufolateralis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Smithornis_sharpei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Sapayoa_aenigma,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tachuris_rubrigastra,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchocyclus_pacificus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchocyclus_olivaceus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
